default,conta_corrente,prazo_emprestimo_meses,historico_credito,proposito_emprestimo,valor_emprestimo,reserva_cc,tempo_emprego_atual,taxa_comp_salario,sexo_est_civil,outros_fiadores,anos_residencia_atual,propriedade,idade,outros_planos_financiamento,tipo_residencia,n_creditos_banco,status_emprego,n_dependentes,telefone,trabalhador_estrangeiro
0,no checking account,24,1,5,2346,2,,4,1,none,3,4,35,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,14,2,4,3973,2,,1,1,none,4,3,22,none,for free,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,12,2,4,888,2,,4,1,none,4,4,41,bank,own,1,unskilled - resident,2,none,yes
0,no checking account,48,2,1,10222,1,,4,1,none,3,4,37,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,30,4,6,4221,2,,2,2,none,1,4,28,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,18,1,3,6361,2,,2,1,none,1,3,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,1,1297,2,,3,4,none,4,1,23,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,12,2,4,900,1,,4,4,none,2,4,23,none,own,1,skilled employee / official,1,none,yes
0,no checking account,21,2,3,2241,2,,4,1,none,2,1,50,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,6,3,3,1050,2,,4,1,none,1,2,35,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,6,1,2,1047,2,,2,2,none,4,2,50,none,own,1,unskilled - resident,1,none,yes
0,no checking account,24,1,9,6314,2,,4,1,co-applicant,2,3,27,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,30,5,3,3496,5,,4,1,none,2,4,34,stores,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,48,5,6,3609,2,,1,2,none,1,1,27,stores,own,1,skilled employee / official,1,none,yes
1,< 0 DM,12,1,4,4843,2,,3,1,co-applicant,4,2,43,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,30,1,1,3017,2,,4,1,none,4,2,47,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,1,6,4139,3,,3,1,none,3,2,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,36,2,6,5742,3,,2,1,none,2,4,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,60,2,4,10366,2,,2,1,none,4,2,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,6,1,4,2080,4,,1,4,none,2,4,24,none,own,1,skilled employee / official,1,none,yes
1,no checking account,21,3,6,2580,4,,4,1,none,2,1,41,bank,own,1,unskilled - resident,2,none,yes
0,no checking account,30,1,1,4530,2,,4,2,none,4,4,26,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,3,5150,2,,4,1,none,4,4,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,72,2,1,5595,3,,2,4,none,2,4,24,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,24,2,1,2384,2,,4,1,none,4,1,64,bank,rent,1,unskilled - resident,1,none,yes
0,no checking account,18,2,1,1453,2,,3,2,none,1,1,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,6,2,2,1538,2,,1,2,none,2,3,56,none,own,1,skilled employee / official,1,none,yes
0,no checking account,12,2,1,2279,1,,4,1,none,4,3,37,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,15,3,1,1478,2,,4,4,none,3,1,33,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,24,1,1,5103,2,,3,4,none,3,3,47,none,for free,3,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,36,3,6,9857,3,,1,1,none,3,2,31,none,own,2,unskilled - resident,2,"yes, registered under the customers name ",yes
0,no checking account,60,2,4,6527,1,,4,1,none,4,3,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,10,1,1,1347,1,,4,1,none,2,2,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,36,3,4,2862,3,,4,1,none,3,3,30,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,9,2,1,2753,3,,3,1,co-applicant,4,4,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,12,2,4,3651,5,,1,1,none,3,2,31,none,own,1,skilled employee / official,2,none,yes
0,< 0 DM,15,1,3,975,2,,2,3,none,3,2,25,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,15,2,8,2631,3,,3,2,none,2,1,25,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,24,2,1,2896,3,,2,1,none,1,4,29,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,6,1,4,4716,1,,1,1,none,3,1,44,none,own,2,unskilled - resident,2,none,yes
0,no checking account,24,2,1,2284,2,,4,1,none,2,4,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,6,2,5,1236,4,,2,1,none,4,2,50,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,1,1103,2,,4,1,guarantor,3,1,29,none,own,2,skilled employee / official,1,none,no
0,no checking account,12,1,4,926,2,,1,2,none,2,2,38,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,18,1,1,1800,2,,4,1,none,2,4,24,none,own,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,15,2,2,1905,2,,4,1,none,4,4,40,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,no checking account,12,2,3,1123,4,,4,2,none,4,4,29,none,rent,1,unskilled - resident,1,none,yes
1,< 0 DM,48,1,5,6331,2,,4,1,none,4,3,46,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,24,2,1,1377,3,,4,2,none,2,3,47,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,30,3,6,2503,3,,4,1,none,2,2,41,stores,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,27,2,6,2528,2,,4,2,none,1,2,32,none,own,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,15,2,4,5324,4,,1,2,none,4,3,35,none,for free,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,48,2,4,6560,3,,3,1,none,2,2,24,none,own,1,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,12,4,3,2969,2,,4,2,none,3,2,25,none,rent,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,9,2,1,1206,2,,4,2,none,4,1,25,none,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,9,2,1,2118,2,,2,1,none,2,1,37,none,own,1,unskilled - resident,2,none,yes
0,no checking account,18,1,1,629,4,,4,1,none,3,2,32,bank,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,< 0 DM,6,5,2,1198,2,,4,2,none,4,3,35,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,21,2,5,2476,1,,4,1,none,4,1,46,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,9,1,1,1138,2,,4,1,none,4,1,25,none,own,2,unskilled - resident,1,none,yes
1,0 <= ... < 200 DM,60,2,4,14027,2,,4,1,none,2,3,27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,30,1,5,7596,1,,1,1,none,4,4,63,none,own,2,skilled employee / official,1,none,yes
0,no checking account,30,1,1,3077,1,,3,1,none,2,4,40,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,18,2,1,1505,2,,4,1,none,2,3,32,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,24,1,1,3148,1,,3,1,none,2,4,31,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,20,4,5,6148,3,,3,4,none,4,4,31,bank,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,>= 200 DM / salary assignments for at least 1 year,9,4,1,1337,2,,4,1,none,2,4,34,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,6,5,2,433,5,,4,2,none,2,2,24,bank,rent,1,skilled employee / official,2,none,yes
1,< 0 DM,12,2,4,1228,2,,4,2,none,2,1,24,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,9,2,1,790,4,,4,2,none,3,1,66,none,own,1,unskilled - resident,1,none,yes
1,no checking account,27,2,4,2570,2,,3,2,none,3,1,21,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,6,1,4,250,5,,2,2,none,2,1,41,bank,own,2,unskilled - resident,1,none,yes
0,no checking account,15,1,1,1316,4,,2,4,none,2,2,47,none,own,2,unskilled - resident,1,none,yes
1,< 0 DM,18,2,1,1882,2,,4,2,none,4,4,25,bank,rent,2,skilled employee / official,1,none,yes
1,0 <= ... < 200 DM,48,5,6,6416,2,,4,2,none,3,3,59,none,rent,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,24,1,6,1275,5,,2,3,none,4,1,36,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,24,3,1,6403,2,,1,1,none,2,4,33,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,24,2,1,1987,2,,2,1,none,4,1,21,none,rent,1,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,8,2,1,760,2,,4,2,guarantor,2,1,44,none,own,1,unskilled - resident,1,none,yes
0,no checking account,24,2,5,2603,5,,2,2,none,4,4,28,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,4,1,4,3380,2,,1,2,none,1,1,37,none,own,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,36,5,7,3990,1,,3,2,none,2,3,29,bank,own,1,unemployed/ unskilled - non-resident,1,none,yes
1,0 <= ... < 200 DM,24,2,5,11560,2,,1,2,none,4,4,23,none,rent,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes
0,< 0 DM,18,2,4,4380,3,,3,1,none,4,4,35,none,own,1,unskilled - resident,2,"yes, registered under the customers name ",yes
0,no checking account,6,1,4,6761,2,,1,1,none,3,3,45,none,own,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,30,4,6,4280,3,,4,2,none,4,4,26,none,rent,2,unskilled - resident,1,none,yes
0,< 0 DM,24,5,4,2325,3,,2,1,none,3,4,32,bank,own,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,10,5,1,1048,2,,4,1,none,4,1,23,stores,own,1,unskilled - resident,1,none,yes
0,no checking account,21,2,1,3160,1,,4,1,none,3,2,41,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,5,3,2483,4,,4,1,none,4,1,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,39,1,3,14179,1,,4,1,none,4,2,30,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,13,1,6,1797,2,,3,1,none,1,2,28,bank,own,2,unskilled - resident,1,none,yes
0,< 0 DM,15,2,4,2511,2,,1,2,none,4,4,23,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,12,2,4,1274,2,,3,2,none,1,1,37,none,own,1,unskilled - resident,1,none,yes
0,no checking account,21,2,5,5248,1,,1,1,none,3,4,26,none,own,1,skilled employee / official,1,none,yes
0,no checking account,15,2,5,3029,2,,2,1,none,2,4,33,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,6,2,3,428,2,,2,2,none,1,2,49,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,18,2,4,976,2,,1,2,none,2,4,23,none,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,12,2,6,841,3,,2,2,none,4,1,23,none,rent,1,unskilled - resident,1,none,yes
0,no checking account,30,1,1,5771,2,,4,2,none,2,4,25,none,own,2,skilled employee / official,1,none,yes
1,no checking account,12,3,8,1555,5,,4,1,none,4,3,55,none,for free,2,skilled employee / official,2,none,yes
1,< 0 DM,24,2,4,1285,1,,4,2,none,4,3,32,none,rent,1,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,6,1,4,1299,2,,1,1,none,1,1,74,none,own,3,unemployed/ unskilled - non-resident,2,none,no
1,>= 200 DM / salary assignments for at least 1 year,15,1,1,1271,1,,3,1,none,4,3,39,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,2,4,1393,2,,2,1,guarantor,2,1,31,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,12,1,4,691,2,,4,1,none,3,2,35,none,own,2,skilled employee / official,1,none,yes
0,no checking account,15,1,4,5045,1,,1,2,none,4,4,59,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,18,1,3,2124,2,,4,2,none,4,1,24,none,rent,2,skilled employee / official,1,none,yes
0,< 0 DM,12,2,1,2214,2,,4,1,none,3,2,24,none,own,1,unskilled - resident,1,none,yes
1,no checking account,21,1,4,12680,1,,4,1,none,4,3,30,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,4,2463,3,,4,4,none,3,2,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,2,1,1155,2,,3,4,guarantor,3,1,40,bank,own,2,unskilled - resident,1,none,yes
1,< 0 DM,30,2,3,3108,2,,2,3,none,4,2,31,none,own,1,unskilled - resident,1,none,yes
0,no checking account,10,2,5,2901,1,,1,2,none,4,1,31,none,rent,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,1,3,3617,2,,1,1,none,4,4,28,none,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,12,1,1,1655,2,,2,1,none,4,1,63,none,own,2,unskilled - resident,1,"yes, registered under the customers name ",yes
0,< 0 DM,24,2,5,2812,1,,2,2,none,4,1,26,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,36,1,2,8065,2,,3,2,none,2,3,25,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,21,1,5,3275,2,,1,1,none,4,4,36,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,1,2223,3,,4,1,none,4,2,52,bank,own,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,12,1,4,1480,4,,2,1,none,4,3,66,bank,for free,3,unemployed/ unskilled - non-resident,1,none,yes
1,< 0 DM,24,2,4,1371,1,,4,2,none,4,1,25,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,1,4,3535,2,,4,1,none,4,4,37,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,18,2,1,3509,2,,4,2,guarantor,1,1,25,none,own,1,skilled employee / official,1,none,yes
0,no checking account,36,1,5,5711,5,,4,1,none,2,4,38,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,2,8,3872,2,,2,2,none,4,4,67,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,39,1,1,4933,2,,2,1,guarantor,2,1,25,none,own,2,skilled employee / official,1,none,yes
0,no checking account,24,1,4,1940,5,,4,1,none,4,1,60,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,12,4,10,1410,2,,2,1,none,2,1,31,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,12,2,4,836,3,,4,2,none,2,2,23,bank,own,1,unskilled - resident,1,none,yes
0,0 <= ... < 200 DM,20,2,5,6468,1,,1,3,none,4,1,60,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,18,2,6,1941,5,,4,1,none,2,2,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name ",yes
0,no checking account,22,2,1,2675,4,,3,1,none,4,4,40,none,own,1,skilled employee / official,1,none,yes
0,no checking account,48,1,5,2751,1,,4,1,none,3,4,38,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,48,3,2,6224,2,,4,1,none,4,3,50,none,for free,1,skilled employee / official,1,none,yes
1,< 0 DM,40,1,2,5998,2,,4,1,none,3,3,27,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,21,2,6,1188,2,,2,2,none,4,2,39,none,own,1,skilled employee / official,2,none,yes
0,no checking account,24,2,5,6313,1,,3,1,none,4,4,41,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name ",yes
0,no checking account,6,1,3,1221,1,,1,4,none,2,2,27,none,own,2,skilled employee / official,1,none,yes
0,>= 200 DM / salary assignments for at least 1 year,24,2,3,2892,2,,3,3,none,4,3,51,none,for free,1,skilled employee / official,1,none,yes
0,no checking account,24,2,3,3062,4,,4,1,none,3,3,32,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,9,2,3,2301,3,,2,2,none,4,2,22,none,rent,1,skilled employee / official,1,none,yes
1,< 0 DM,18,2,5,7511,1,,1,1,none,4,2,51,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,12,1,3,1258,2,,2,2,none,4,2,22,none,rent,2,unskilled - resident,1,none,yes
0,no checking account,24,3,4,717,1,,4,4,none,4,4,54,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,9,2,4,1549,1,,4,1,none,2,1,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes
0,no checking account,24,1,2,1597,2,,4,1,none,4,3,54,none,for free,2,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,18,1,1,1795,2,,3,2,guarantor,4,1,48,bank,rent,2,unskilled - resident,1,"yes, registered under the customers name ",yes
0,< 0 DM,20,1,3,4272,2,,1,2,none,4,2,24,none,own,2,skilled employee / official,1,none,yes
0,no checking account,12,1,1,976,1,,4,1,none,4,4,35,none,own,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,12,2,4,7472,1,,1,2,none,2,1,24,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes
1,< 0 DM,36,2,4,9271,2,,2,1,none,1,4,24,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,6,2,1,590,2,,3,4,none,3,1,26,none,own,1,unskilled - resident,1,none,no
0,no checking account,12,1,1,930,1,,4,1,none,4,1,65,none,own,4,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,42,5,5,9283,2,,1,1,none,2,3,55,bank,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
1,0 <= ... < 200 DM,15,4,4,1778,2,,2,2,none,1,1,26,none,rent,2,unemployed/ unskilled - non-resident,1,none,yes
0,0 <= ... < 200 DM,8,2,6,907,2,,3,4,none,2,1,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,6,2,1,484,2,,3,4,guarantor,3,1,28,bank,own,1,unskilled - resident,1,none,yes
1,< 0 DM,36,1,5,9629,2,,4,1,none,4,4,24,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,48,2,7,3051,2,,3,1,none,4,4,54,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,48,2,4,3931,2,,4,1,none,4,3,46,none,for free,1,skilled employee / official,2,none,yes
0,0 <= ... < 200 DM,36,3,4,7432,2,,2,2,none,2,2,54,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,6,2,7,1338,4,,1,3,none,4,1,62,none,own,1,skilled employee / official,1,none,yes
0,no checking account,6,1,1,1554,2,,1,2,none,2,4,24,none,rent,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,< 0 DM,36,2,9,15857,2,,2,3,co-applicant,3,4,43,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes
1,< 0 DM,18,2,1,1345,2,,4,4,none,3,1,26,bank,own,1,skilled employee / official,1,none,yes
0,no checking account,12,2,4,1101,2,,3,4,none,2,1,27,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,12,2,1,3016,2,,3,4,none,1,4,24,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,36,2,3,2712,2,,2,1,none,2,2,41,bank,own,1,skilled employee / official,2,none,yes
0,< 0 DM,8,1,4,731,2,,4,1,none,4,1,47,none,own,2,unskilled - resident,1,none,yes
0,no checking account,18,1,3,3780,2,,3,3,none,2,4,35,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name ",yes
0,< 0 DM,21,1,4,1602,2,,4,4,none,3,4,30,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,18,1,4,3966,2,,1,2,none,4,1,33,bank,rent,3,skilled employee / official,1,"yes, registered under the customers name ",yes
1,no checking account,18,4,6,4165,2,,2,1,none,2,4,36,stores,own,2,skilled employee / official,2,none,yes
1,< 0 DM,36,2,5,8335,1,,3,1,none,4,3,47,none,for free,1,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,48,3,6,6681,1,,4,1,none,4,3,38,none,for free,1,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,24,3,6,2375,4,,4,1,none,2,4,44,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
1,< 0 DM,18,2,4,1216,2,,4,2,none,3,4,23,none,rent,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,45,4,6,11816,2,,2,1,none,4,4,29,none,rent,2,skilled employee / official,1,none,yes
0,0 <= ... < 200 DM,24,2,1,5084,1,,2,2,none,4,4,42,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,>= 200 DM / salary assignments for at least 1 year,15,2,1,2327,2,,2,2,none,3,1,25,none,own,1,unskilled - resident,1,none,yes
1,< 0 DM,12,4,4,1082,2,,4,1,none,4,4,48,bank,own,2,skilled employee / official,1,none,yes
0,no checking account,12,2,1,886,1,,4,2,none,2,4,21,none,own,1,skilled employee / official,1,none,yes
0,no checking account,4,2,3,601,2,,1,2,none,3,1,23,none,rent,1,unskilled - resident,2,none,yes
0,< 0 DM,24,1,5,2957,2,,4,1,none,4,2,63,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,24,1,1,2611,2,,4,4,co-applicant,3,1,46,none,own,2,skilled employee / official,1,none,yes
1,< 0 DM,36,2,3,5179,2,,4,1,none,2,2,29,none,own,1,skilled employee / official,1,none,yes
0,no checking account,21,3,5,2993,2,,3,1,none,2,1,28,stores,own,2,unskilled - resident,1,none,yes
1,no checking account,18,2,8,1943,2,,4,2,none,4,1,23,none,own,1,skilled employee / official,1,none,yes
0,no checking account,24,5,6,1559,2,,4,1,none,4,4,50,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,18,2,3,3422,2,,4,1,none,4,2,47,bank,own,3,skilled employee / official,2,"yes, registered under the customers name ",yes
0,0 <= ... < 200 DM,21,2,3,3976,1,,2,1,none,3,4,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,no checking account,18,2,4,6761,1,,2,1,none,4,4,68,none,rent,2,skilled employee / official,1,none,yes
0,no checking account,24,2,4,1249,2,,4,4,none,2,1,28,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,9,2,1,1364,2,,3,1,none,4,1,59,none,own,1,skilled employee / official,1,none,yes
1,< 0 DM,12,2,1,709,2,,4,1,none,4,1,57,stores,own,1,unskilled - resident,1,none,yes
1,< 0 DM,20,1,4,2235,2,,4,4,guarantor,2,2,33,bank,rent,2,skilled employee / official,1,none,no
0,no checking account,24,1,5,4042,1,,3,1,none,4,2,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,15,1,1,1471,2,,4,1,none,4,3,35,none,for free,2,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,18,5,4,1442,2,,4,1,none,4,3,32,none,for free,2,unskilled - resident,2,none,yes
0,no checking account,36,3,4,10875,2,,2,1,none,2,4,45,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes
0,no checking account,24,2,4,1474,3,,4,4,none,3,1,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,10,2,10,894,1,,4,2,none,3,2,40,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,15,1,3,3343,2,,4,1,none,2,3,28,none,for free,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,15,2,4,3959,2,,3,2,none,2,2,29,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,9,2,4,3577,3,,1,1,guarantor,2,1,26,none,rent,1,skilled employee / official,2,none,no
0,no checking account,24,1,5,5804,5,,4,1,none,2,1,27,none,own,2,skilled employee / official,1,none,yes
1,no checking account,18,3,6,2169,2,,4,4,none,2,4,28,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
1,< 0 DM,24,2,1,2439,2,,4,2,none,4,1,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,27,1,3,4526,5,,4,1,none,2,1,32,stores,own,2,unskilled - resident,2,"yes, registered under the customers name ",yes
1,no checking account,10,2,3,2210,2,,2,1,none,2,1,25,bank,rent,1,unskilled - resident,1,none,yes
0,no checking account,15,2,3,2221,4,,2,2,none,4,4,20,none,rent,1,skilled employee / official,1,none,yes
0,< 0 DM,18,2,1,2389,2,,4,2,none,1,4,27,stores,own,1,skilled employee / official,1,none,yes
0,no checking account,12,1,3,3331,2,,2,1,none,4,2,42,stores,own,1,skilled employee / official,1,none,yes
0,no checking account,36,2,6,7409,1,,3,1,none,2,2,37,none,own,2,skilled employee / official,1,none,yes
0,< 0 DM,12,2,3,652,2,,4,2,none,4,2,24,none,rent,1,skilled employee / official,1,none,yes
0,no checking account,36,3,3,7678,4,,2,2,none,4,4,40,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,>= 200 DM / salary assignments for at least 1 year,6,1,4,1343,2,,1,1,none,4,1,46,none,own,2,skilled employee / official,2,none,no
0,< 0 DM,24,1,6,1382,3,,4,1,none,1,1,26,none,own,2,skilled employee / official,1,"yes, registered under the customers name ",yes
0,no checking account,15,2,7,874,1,,4,2,none,1,1,24,none,own,1,skilled employee / official,1,none,yes
0,< 0 DM,12,2,3,3590,2,,2,1,co-applicant,2,2,29,none,own,1,unskilled - resident,2,none,yes
0,0 <= ... < 200 DM,11,1,4,1322,5,,4,2,none,4,4,40,none,own,2,skilled employee / official,1,none,yes
